"","Calculate.part.in.proportion.with.fractions","Calculate.total.in.proportion.with.fractions","Choose.operator.in.fractional.identity","Enter.Calculated.value.of.rate","Enter.Calculated.value.of.ratio","Enter.denominator.of.form.of.1","Enter.denominator.of.given.fraction.in.proportion","Enter.denominator.of.given.rate.in.proportion","Enter.denominator.of.given.unit.rate.in.proportion","Enter.given.part.in.proportion","Enter.given.total.in.proportion","Enter.numerator.of.form.of.1","Enter.numerator.of.given.fraction.in.proportion","Enter.numerator.of.given.rate.in.proportion","Enter.numerator.of.given.unit.rate.in.proportion","Enter.part.in.proportion.with.variable","Enter.proportion.label.in.denominator","Enter.proportion.label.in.numerator","Enter.total.in.proportion.with.variable"
"stu_293d3cca60.6",0.833333333333333,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.833333333333333,1,0.9,1
"stu_81991bb530.3",0.666666666666667,1,1,1,1,0.666666666666667,0.6,1,0.6,0.833333333333333,0.833333333333333,0.666666666666667,0.4,1,0.5,0.833333333333333,0.916666666666667,0.833333333333333,0.5
"stu_29964c1ba0.1",0.75,1,1,0.571428571428571,0.777777777777778,0.933333333333333,0.444444444444444,1,1,0.75,0.833333333333333,0.9375,0.666666666666667,0.75,1,0.714285714285714,0.764705882352941,0.705882352941177,0.875
"stu_552b295fa5.3",0.818181818181818,1,1,1,0.875,0.941176470588235,0.571428571428571,1,0.833333333333333,1,0.6,1,0.6,0.666666666666667,0.4,0.5,1,0.941176470588235,0.666666666666667
"stu_02f4a0118f.3",1,0.666666666666667,1,0.6,1,1,0.333333333333333,0.666666666666667,0.5,1,0.6,0.875,0.5,0.666666666666667,1,1,1,1,1
"stu_dd767411eb.2",0.666666666666667,1,1,1,1,0.933333333333333,0.714285714285714,1,0.75,0.833333333333333,1,0.866666666666667,0.571428571428571,1,0.6,0.777777777777778,0.933333333333333,1,0.8
"stu_689a4721fc.2",0.875,1,1,0.7,0.8,0.833333333333333,0.6,0.5,0.25,0.75,0.444444444444444,0.769230769230769,0,0.5,0.4,0.75,0.857142857142857,0.615384615384615,0.666666666666667
"stu_7a04ec3049.1",0.857142857142857,1,1,1,0.833333333333333,0.846153846153846,0.833333333333333,0.75,1,0.666666666666667,0.857142857142857,0.833333333333333,0.666666666666667,1,1,0.857142857142857,0.923076923076923,0.846153846153846,1
"stu_d82fc6451c.1",1,0.666666666666667,1,1,0.875,0.857142857142857,0.714285714285714,1,1,1,1,0.9375,0.428571428571429,1,0.6,0.7,1,0.9375,0.666666666666667
"stu_1e5203f218.1",1,0.857142857142857,1,1,0.8,1,1,1,1,1,0.75,1,0.6,1,1,0.75,0.909090909090909,0.909090909090909,0.571428571428571
"stu_d87ef6216f.1",0.833333333333333,0.875,1,1,1,0.928571428571429,1,1,1,1,1,0.769230769230769,1,1,0.75,0.666666666666667,1,0.928571428571429,0.571428571428571
"stu_287a9f1e63.2",0.8,0.833333333333333,1,0.909090909090909,0.8,0.909090909090909,1,0.6,0.5,0.666666666666667,0.666666666666667,0.454545454545455,1,0.8,0.8,0.857142857142857,0.9375,1,0.75
"stu_7fe8341f90.2",0.666666666666667,0.833333333333333,1,0.875,0.857142857142857,1,1,1,0.75,1,0.875,0.857142857142857,0.571428571428571,1,1,1,0.866666666666667,0.666666666666667,0.833333333333333
"stu_f910df87ae.2",1,1,1,1,1,0.8,1,1,1,1,0.75,0.8,0.333333333333333,1,1,0.75,1,1,1
"stu_9bc0381753.5",0.75,0.833333333333333,1,1,1,1,1,1,1,0.666666666666667,0.75,1,0.75,0.75,0.75,0.5,0.928571428571429,1,0.5
"stu_1e009b8fc8.2",0.714285714285714,0.777777777777778,1,1,1,1,0.833333333333333,1,0.571428571428571,0.888888888888889,1,0.8125,0.5,1,1,0.714285714285714,0.875,0.6875,0.777777777777778
"stu_4330a83d62.3",1,1,1,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,1,0.75
"stu_e1e5958c7f.1",0.9,1,1,0.875,0.875,0.875,0.777777777777778,1,0.666666666666667,0.666666666666667,0.777777777777778,1,0.375,1,0.8,0.777777777777778,0.705882352941177,0.470588235294118,1
"stu_a20eb7115f.2",0.333333333333333,1,1,1,1,0.666666666666667,0.5,1,1,0.75,0.666666666666667,0.571428571428571,0.333333333333333,1,1,1,1,1,0.5
"stu_c133c2eff6.4",1,0.857142857142857,1,1,1,0.916666666666667,0.857142857142857,1,1,1,1,0.846153846153846,0.6,1,1,0.6,0.923076923076923,1,0.666666666666667
"stu_31974f345f.2",1,0.777777777777778,1,1,1,1,0.8,1,0.75,0.875,1,1,0.375,1,0.75,1,0.9375,1,0.75
"stu_082de3abc3.2",0.8,0.8,1,1,1,1,0.444444444444444,0.666666666666667,0.666666666666667,0.857142857142857,0.875,0.6,0.5,1,1,0.875,0.6875,0.8,0.625
"stu_7a04ec3049.2",0.857142857142857,1,1,1,0.833333333333333,0.846153846153846,0.833333333333333,0.75,1,0.666666666666667,0.857142857142857,0.833333333333333,0.666666666666667,1,1,0.857142857142857,0.923076923076923,0.846153846153846,1
"stu_4afad3a380",0.666666666666667,1,1,0.666666666666667,1,0.857142857142857,0.666666666666667,0.5,1,0.333333333333333,0.333333333333333,0.571428571428571,0.333333333333333,1,0.5,0.666666666666667,0.857142857142857,0.857142857142857,1
"stu_6c3dd2bc19.3",1,1,1,0.9,1,0.933333333333333,0.6,0.75,0.833333333333333,0.833333333333333,0.857142857142857,0.875,1,1,0.571428571428571,0.666666666666667,0.875,0.866666666666667,1
"stu_695389a661",1,0.666666666666667,1,1,1,0.875,1,1,0.5,1,1,0.875,0.666666666666667,0.5,1,0.2,0.875,1,1
"stu_4330a83d62.4",1,1,1,1,1,1,0.8,1,1,1,1,1,0.6,1,1,1,1,1,0.75
"stu_3ee1aeec94.6",0.666666666666667,0,1,0.75,0.5,0.666666666666667,1,1,1,0.666666666666667,1,0.666666666666667,0.5,0.666666666666667,0.5,1,0.857142857142857,0.666666666666667,1
"stu_72405db163.2",0.916666666666667,0.8,1,1,0.888888888888889,1,0.888888888888889,1,1,0.8,0.916666666666667,1,0.444444444444444,0.75,0.75,0.75,1,0.882352941176471,0.8
"stu_b839d23278.5",0.75,1,1,1,1,1,0.8,1,1,0.5,0.75,0.428571428571429,0.2,1,0.666666666666667,0.75,0.75,0.75,0.875
"stu_6bcebb85b7.4",0.8,0.909090909090909,1,0.888888888888889,0.714285714285714,1,0.857142857142857,0.666666666666667,1,1,0.8,0.875,0.166666666666667,0.5,0.666666666666667,1,0.875,0.8125,0.545454545454545
"stu_99a6c81b9c.3",0.875,1,1,1,1,1,1,1,1,1,1,1,0.6,1,0.75,0.875,1,1,0.75
"stu_1953c03679.2",1,1,1,0.75,1,1,0.5,0.5,1,0.75,1,0.833333333333333,0.5,1,1,1,1,0.833333333333333,0.5
"stu_4afad3a380.1",0.666666666666667,1,1,0.666666666666667,1,0.857142857142857,0.666666666666667,0.5,1,0.333333333333333,0.333333333333333,0.571428571428571,0.333333333333333,1,0.5,0.666666666666667,0.857142857142857,0.857142857142857,1
"stu_1ff81cc54d.1",1,1,1,1,1,0.888888888888889,1,1,1,1,1,0.9,0.75,1,1,0.833333333333333,1,1,0.75
"stu_c4685a282b.2",0.666666666666667,1,1,0.75,1,1,0.636363636363636,1,0.5,0.833333333333333,1,0.785714285714286,0.142857142857143,1,1,0.571428571428571,1,0.857142857142857,1
"stu_a50690c3e8.6",0.833333333333333,0.888888888888889,1,1,0.833333333333333,0.866666666666667,1,1,0.833333333333333,0.888888888888889,1,0.857142857142857,0.666666666666667,1,0.714285714285714,0.833333333333333,0.933333333333333,0.933333333333333,0.777777777777778
"stu_0de793897f.1",1,1,1,0.666666666666667,1,1,0.5,1,1,1,1,0.875,0.4,1,1,0.75,1,1,0.25
"stu_ceb79a981c.4",0.5,0.714285714285714,1,1,1,0.769230769230769,0.857142857142857,1,1,1,1,0.846153846153846,0.428571428571429,0.75,1,0.833333333333333,1,1,0.714285714285714
"stu_07210d4475.2",0.875,0.571428571428571,1,1,0.875,0.923076923076923,0.625,1,0.6,1,0.75,0.642857142857143,0.571428571428571,1,0.8,0.875,1,0.8125,1
"stu_e1e5958c7f.2",0.9,1,1,0.875,0.875,0.875,0.777777777777778,1,0.666666666666667,0.666666666666667,0.777777777777778,1,0.375,1,0.8,0.777777777777778,0.705882352941177,0.470588235294118,1
"stu_25ac6e156a.2",0.875,1,1,1,0.8,0.866666666666667,0.8,1,0.5,0.625,0.625,0.875,0.6,0.8,0.666666666666667,0.75,0.8125,0.533333333333333,0.75
"stu_c66473a760.2",0.5,0.666666666666667,1,1,1,0.714285714285714,0.777777777777778,1,1,0.888888888888889,0.857142857142857,0.785714285714286,0.5,1,1,0.833333333333333,0.941176470588235,0.941176470588235,1
"stu_b59c9e619d.1",1,1,1,1,1,1,0.857142857142857,0.75,1,0.625,0.6,1,0.285714285714286,0.5,1,1,0.846153846153846,0.846153846153846,1
"stu_44842d5a1a.1",0.625,1,1,1,1,0.727272727272727,1,1,0.833333333333333,1,1,0.75,0.5,1,0.333333333333333,1,0.916666666666667,1,1
"stu_b9c50f7b5a.1",1,0.9,1,1,1,1,0.777777777777778,1,0.6,1,1,1,0.25,1,0.666666666666667,0.833333333333333,0.9375,0.6875,0.8
"stu_e704a93b13.3",0.625,0.571428571428571,1,1,1,0.866666666666667,0.5,0.666666666666667,1,1,0.714285714285714,0.875,0.5,1,0.5,0.6,1,0.8125,0.428571428571429
"stu_e1e0a70bdf.3",0.857142857142857,0.666666666666667,1,1,1,0.875,0.625,1,0.75,0.888888888888889,1,0.9375,0.5,1,0.75,0.833333333333333,1,0.9375,0.777777777777778
"stu_9d3f063d8d.1",1,0.5,1,1,0.6,0.5,0.75,1,0.666666666666667,1,1,0.666666666666667,0.333333333333333,1,1,0.333333333333333,1,1,0.6
"stu_26eb6e7d6e.2",0.8,0.777777777777778,1,1,1,1,0.428571428571429,1,0.75,0.777777777777778,1,0.857142857142857,0.571428571428571,0.75,0.75,1,1,0.875,1
"stu_71864df182",1,1,1,1,1,0.9,0.6,1,1,0.5,0.5,0.7,0.4,1,0.5,0.5,0.636363636363636,0.636363636363636,0.6
"stu_456ba10310.1",0.9,1,1,0.833333333333333,1,0.928571428571429,0.9,1,1,0.8,0.9,0.8,0.3,1,1,0.4,0.9375,0.875,0.833333333333333
"stu_dd30e1fd88.2",0.777777777777778,0.571428571428571,1,0.9,0.833333333333333,0.9375,0.666666666666667,0.6,0.666666666666667,0.714285714285714,0.9,0.9375,0.5,1,0.571428571428571,0.6,1,0.941176470588235,0.714285714285714
"stu_19bc457cf6.1",0.833333333333333,0.777777777777778,1,0.875,0.857142857142857,0.785714285714286,1,1,1,1,0.666666666666667,0.857142857142857,0.428571428571429,0.75,1,1,0.866666666666667,0.933333333333333,0.777777777777778
"stu_f3441e1bea.1",1,1,1,0.833333333333333,1,1,0.666666666666667,1,1,1,1,0.916666666666667,0.8,1,1,0.833333333333333,1,1,0.833333333333333
"stu_376dd8492f.1",0.666666666666667,0.5,1,1,1,0.833333333333333,1,1,1,0.75,0.333333333333333,0.8,0,0.5,1,0.333333333333333,0.875,0.625,0.666666666666667
"stu_7fe4633932.2",0.625,0.5,1,1,1,0.928571428571429,0.8,1,0.25,0.875,1,0.8125,0.4,1,1,0.625,0.9375,1,0.875
"stu_b5092a9d3d.2",0.833333333333333,0.777777777777778,1,1,1,1,0.8,1,0.666666666666667,0.875,1,0.933333333333333,1,0.75,1,0.666666666666667,0.933333333333333,1,0.75
"stu_6432f210b5.4",0.75,1,1,0.888888888888889,1,0.5,0.5,0.4,1,0.4,0.666666666666667,0.818181818181818,0.25,0.6,1,1,0.846153846153846,0.538461538461538,0.428571428571429
"stu_d72460191b.1",0.8,0.75,1,1,1,0.888888888888889,0.666666666666667,0.666666666666667,1,1,0.8,0.625,0,1,0,0.6,0.888888888888889,0.555555555555556,0.25
"stu_516dc5373b.2",1,0.9,1,1,0.75,0.9375,0.75,1,0.666666666666667,0.6,1,0.8125,0.5,0.6,1,0.666666666666667,0.9375,0.9375,1
"stu_59e3611d77.2",1,0.714285714285714,1,1,1,0.909090909090909,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.733333333333333,0.666666666666667,1,0.5,1,1,0.6875,0.625
"stu_82e19e6755.2",0.428571428571429,0.285714285714286,1,1,1,0.727272727272727,0.5,0.75,0.333333333333333,1,1,0.666666666666667,1,0.666666666666667,1,0.5,0.875,0.75,1
"stu_e59e73f573.4",0.875,1,1,1,0.857142857142857,0.875,0.857142857142857,1,0.75,0.875,0.833333333333333,0.866666666666667,0.571428571428571,0.75,0.8,0.857142857142857,1,0.866666666666667,0.875
"stu_c44bf8f2a3.5",0.875,1,1,1,1,1,0.75,0.75,1,1,1,0.909090909090909,1,1,1,1,0.818181818181818,0.818181818181818,1
"stu_c1241f8b42.1",0.833333333333333,0.875,1,1,1,0.818181818181818,0.8,1,0.75,0.571428571428571,0.833333333333333,0.5,0.666666666666667,1,1,1,0.923076923076923,0.923076923076923,0.875
"stu_0f81904102.2",1,1,1,0.666666666666667,1,0.6,0.5,1,1,1,1,0.5,0.166666666666667,1,0.666666666666667,0.5,1,0.642857142857143,0.5
"stu_de1552e5f6.3",0.875,0.714285714285714,1,1,1,0.866666666666667,0.666666666666667,0.8,1,0.75,0.888888888888889,0.8,0.571428571428571,0.5,1,0.888888888888889,1,0.941176470588235,0.875
"stu_7fe4633932.3",0.625,0.5,1,1,1,0.928571428571429,0.8,1,0.25,0.875,1,0.8125,0.4,1,1,0.625,0.9375,1,0.875
"stu_1c16fba4b5.7",0.777777777777778,1,1,1,1,1,0.714285714285714,0.75,1,0.857142857142857,0.888888888888889,1,0.5,1,0.6,0.666666666666667,1,0.75,1
"stu_5d27d5c2b3",0.5,0.666666666666667,1,0.75,1,0.5,0.666666666666667,1,0.5,1,0.5,0.428571428571429,0,0,1,0.25,0.75,0.25,0
"stu_7a4a110893.5",0.75,0.8,1,0.818181818181818,1,0.818181818181818,1,0.666666666666667,0.625,0.444444444444444,0.8,0.642857142857143,0.666666666666667,1,0.375,1,0.933333333333333,0.571428571428571,0.888888888888889
"stu_9b3a9a60c7.1",1,1,1,1,0.888888888888889,1,1,1,1,1,1,1,0.25,1,1,0.833333333333333,1,1,0.857142857142857
"stu_a44331410e",0.666666666666667,1,1,1,0.666666666666667,1,0.666666666666667,0,1,1,0.75,0.333333333333333,1,1,1,1,1,0.666666666666667,0
"stu_b6f5add08d.1",0.9,0.833333333333333,1,0.777777777777778,1,1,0.714285714285714,0.6,1,0.833333333333333,0.875,0.9375,0.5,0.75,1,0.555555555555556,0.875,0.75,1
"stu_549733388e.3",0.666666666666667,0.666666666666667,1,1,1,1,0.75,1,1,1,1,1,0.5,1,1,1,0.666666666666667,0.8,1
"stu_e7c6cbb9ad.1",1,0.6,1,1,1,1,0.8,1,0.75,0.6,0.8,0.9,0.6,0.666666666666667,0.666666666666667,0.857142857142857,1,1,0.8
"stu_19c9eb62f5.3",0.5,0.5,1,0.923076923076923,1,0.833333333333333,0.666666666666667,0.666666666666667,0.428571428571429,0.666666666666667,0.571428571428571,0.5,0.333333333333333,1,0.666666666666667,0.571428571428571,0.9375,0.5,0.444444444444444
"stu_e667568ca7.1",1,0.666666666666667,1,1,1,1,1,0.8,1,1,1,0.846153846153846,0.8,1,1,0.75,1,0.928571428571429,0.833333333333333
"stu_2b531d52db.1",0.5,0.5,1,0.666666666666667,1,0.7,0.777777777777778,1,1,0.8,0.666666666666667,0.8,0.272727272727273,1,1,1,0.882352941176471,0.764705882352941,0.6
"stu_6c3dd2bc19.4",1,1,1,0.9,1,0.933333333333333,0.6,0.75,0.833333333333333,0.833333333333333,0.857142857142857,0.875,1,1,0.571428571428571,0.666666666666667,0.875,0.866666666666667,1
"stu_4a4345a318.2",0.8,0.8,1,1,0.75,1,1,0.75,1,1,1,0.8,0.75,1,1,0.8,1,1,0.6
"stu_a8edf2ca04.2",1,0.833333333333333,1,1,1,1,1,0.666666666666667,0.75,1,1,0.8,0.6,1,0.4,0.857142857142857,0.933333333333333,0.857142857142857,1
"stu_3de6254290.3",1,1,1,1,1,1,0.5,1,0.5,1,1,0.833333333333333,0.5,1,1,1,1,1,0.5
"stu_0888e35206.4",0.5,0.666666666666667,1,1,1,0.8,1,0.5,1,1,0.75,0.285714285714286,0,1,1,0.5,0.714285714285714,0.5,1
"stu_3e41bb3a61.3",0.8,0.833333333333333,1,1,1,1,1,1,1,1,1,0.888888888888889,0.6,1,1,0.833333333333333,0.833333333333333,1,1
"stu_5cfa832514.1",0.75,0.5,1,1,1,1,1,1,0.666666666666667,1,0.5,0.571428571428571,0.25,1,0.5,0.5,0.888888888888889,0.888888888888889,0.333333333333333
"stu_e18a227e47.4",1,1,1,1,0.875,0.857142857142857,0.555555555555556,1,0.666666666666667,0.833333333333333,0.571428571428571,0.928571428571429,0.25,1,0.75,0.571428571428571,1,0.866666666666667,0.666666666666667
"stu_076983d1bc.1",1,0.875,1,1,1,1,0.777777777777778,0.75,0.666666666666667,0.875,0.857142857142857,0.8125,0.25,0.5,1,0.75,1,0.875,0.625
"stu_1dd80b9b40.2",0.727272727272727,1,1,0.833333333333333,0.9,0.916666666666667,0.8,1,1,0.8,0.909090909090909,0.8,0.333333333333333,1,1,0.909090909090909,1,0.875,1
"stu_1251a7cece.2",1,1,1,1,1,1,0.666666666666667,1,0.8,0.833333333333333,1,1,0.666666666666667,0.5,0.666666666666667,0.8,0.909090909090909,1,0.5
"stu_516dc5373b.3",1,0.9,1,1,0.75,0.9375,0.75,1,0.666666666666667,0.6,1,0.8125,0.5,0.6,1,0.666666666666667,0.9375,0.9375,1
"stu_32ad29dcf0.2",0.428571428571429,0.5,1,1,1,1,1,0.75,0.5,0.75,0.875,0.588235294117647,0.5,0.5,0.666666666666667,0.75,0.875,0.846153846153846,0.714285714285714
"stu_a68b1916d1",0.6,0.666666666666667,1,0.857142857142857,0.857142857142857,0.833333333333333,0.8,1,0.75,0.857142857142857,1,0.583333333333333,0.6,0.666666666666667,0.5,0.714285714285714,1,0.642857142857143,0.571428571428571
"stu_70b3abd5df.1",0.857142857142857,0.9,1,1,1,0.9375,0.4,1,1,0.666666666666667,1,0.941176470588235,0.333333333333333,0.666666666666667,0.6,1,0.941176470588235,0.941176470588235,0.6
"stu_2f61eef8c5",0.2,0.4,1,0.888888888888889,0.714285714285714,0.8,0.625,1,0.4,0.625,0.571428571428571,0.473684210526316,0.666666666666667,0.666666666666667,1,0.777777777777778,0.705882352941177,0.375,0.555555555555556
"stu_e3465a8c4f.1",1,1,1,1,1,1,0.714285714285714,1,0.6,0.875,1,0.538461538461538,0.6,1,0.8,1,0.933333333333333,0.928571428571429,0.666666666666667
"stu_7f19cd7068.2",0.857142857142857,0.857142857142857,1,1,1,0.933333333333333,0.75,0.6,0.833333333333333,0.666666666666667,0.625,0.8,0.5,0.833333333333333,1,0.888888888888889,0.941176470588235,0.75,0.875
"stu_0468a3445f.1",0.5,1,1,1,0.8,0.833333333333333,0.666666666666667,1,0.666666666666667,0.8,0.666666666666667,0.75,0.2,1,0.666666666666667,0.5,0.727272727272727,0.636363636363636,0.4
"stu_e6b99a1351.1",0.875,0.625,1,1,0.9,0.875,0.9,1,1,0.875,1,0.8125,0.3,1,1,0.625,0.9375,0.941176470588235,0.875
"stu_42865c71eb.1",1,1,1,1,1,1,0.75,1,1,0.833333333333333,1,1,0.75,1,1,0.75,1,0.8,0.833333333333333
"stu_fa2d7eb307.1",0.857142857142857,0.888888888888889,1,1,1,1,0.666666666666667,0.75,1,0.777777777777778,0.833333333333333,0.9375,0.666666666666667,1,1,1,1,0.933333333333333,0.777777777777778
"stu_12ce321eb9.5",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.909090909090909,1,0.666666666666667
"stu_9ab4a4c888.1",0.714285714285714,1,1,1,1,0.75,1,1,1,0.666666666666667,0.857142857142857,0.833333333333333,0.75,1,0.8,0.714285714285714,1,1,0.8
"stu_d0d2fe0b49.1",1,0.8,1,1,1,0.909090909090909,1,1,0.666666666666667,1,1,0.909090909090909,0.6,1,1,0.666666666666667,0.909090909090909,0.727272727272727,0.8
"stu_88e542a515.2",1,0.8,1,1,1,1,0.6,0.5,1,1,1,1,0.25,1,1,1,1,1,0.714285714285714
"stu_fd158fcdc7",0.666666666666667,1,1,0.833333333333333,1,0.666666666666667,0.5,0.666666666666667,1,0.75,1,0.555555555555556,0.4,1,1,1,1,0.727272727272727,0.428571428571429
"stu_b839d23278.6",0.75,1,1,1,1,1,0.8,1,1,0.5,0.75,0.428571428571429,0.2,1,0.666666666666667,0.75,0.75,0.75,0.875
"stu_05f4b1b59f.2",1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,1,1,0.666666666666667,1,1,0.857142857142857,1,0.923076923076923,0.833333333333333
"stu_5f87a12fd6.4",0.75,1,1,1,1,0.857142857142857,0.666666666666667,1,1,1,1,0.714285714285714,0.333333333333333,1,1,0.75,0.857142857142857,0.857142857142857,1
"stu_babab666e9.1",1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.916666666666667,0.666666666666667,1,1,1,1,0.916666666666667,1
"stu_7fe8341f90.3",0.666666666666667,0.833333333333333,1,0.875,0.857142857142857,1,1,1,0.75,1,0.875,0.857142857142857,0.571428571428571,1,1,1,0.866666666666667,0.666666666666667,0.833333333333333
"stu_6493c8cfaf.1",0.75,1,1,1,0.857142857142857,1,0.857142857142857,1,0.8,0.75,0.75,0.882352941176471,0.5,1,0.8,0.777777777777778,0.941176470588235,0.823529411764706,0.625
"stu_20bbbbbc19.2",0.666666666666667,0.333333333333333,1,0.8,1,0.75,0.666666666666667,1,0.8,0.6,0.333333333333333,0.857142857142857,0,1,0.5,0.5,1,1,0.8
"stu_cb1d28bc7a.3",0.333333333333333,0.5,1,1,1,0.571428571428571,0.666666666666667,1,0.5,0.75,0.333333333333333,0.857142857142857,0,0.5,1,0.666666666666667,0.857142857142857,0.857142857142857,0.25
"stu_b5755053b2.5",0.6,0.8,1,1,1,0.875,0.75,0.666666666666667,1,1,0.714285714285714,0.769230769230769,0.666666666666667,1,0.4,1,0.8,0.714285714285714,1
"stu_8f2699f02c.2",1,0.888888888888889,1,1,1,0.769230769230769,0.8,0.75,1,0.666666666666667,1,0.785714285714286,1,0.75,0.75,1,0.928571428571429,0.785714285714286,1
"stu_a20345009c",0.666666666666667,0.666666666666667,1,1,1,0.888888888888889,0.8,0.75,0.857142857142857,0.571428571428571,1,0.428571428571429,1,1,0.6,1,0.8125,0.8125,0.857142857142857
"stu_60ce9ab607.2",0.666666666666667,1,1,1,1,1,0.666666666666667,1,0,0.5,1,0.8,0,1,1,1,0.8,0.75,1
"stu_63630e5a01",0,0,1,1,1,0.75,1,1,1,0.5,0.714285714285714,0.833333333333333,0.2,1,1,0.571428571428571,0.909090909090909,0.909090909090909,0.6
"stu_f772a32a93.2",0.8,0.8,1,1,1,1,0.8,0.666666666666667,1,0.75,0.625,0.933333333333333,0.6,1,0.75,0.75,1,1,1
"stu_ccb9a89e19",0.75,0.875,1,0.833333333333333,0.666666666666667,0.9,0.666666666666667,1,1,0.857142857142857,0.75,0.916666666666667,0.5,0.666666666666667,1,1,1,0.727272727272727,0.571428571428571
"stu_12ce321eb9.6",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.909090909090909,1,0.666666666666667
"stu_c16fc1a9a3.2",0.857142857142857,1,1,1,1,1,0.75,1,1,1,0.714285714285714,1,0.75,1,0.8,0.857142857142857,1,1,1
"stu_bb0cb558b6.1",0.666666666666667,1,1,1,1,1,0.714285714285714,1,1,0.833333333333333,1,0.916666666666667,0.4,1,1,0.8,0.923076923076923,0.923076923076923,0.6
"stu_454dc8fc32",0.8,0.4,1,0.857142857142857,0.875,0.6,0.888888888888889,1,0.5,0.833333333333333,0.818181818181818,0.714285714285714,0.375,1,0.6,0.4,0.823529411764706,0.470588235294118,0.333333333333333
"stu_62dd291c05",0.777777777777778,1,1,1,1,1,0.875,0.8,0.666666666666667,0.857142857142857,1,0.9375,0.5,0.75,1,0.777777777777778,0.9375,0.75,1
"stu_9aba5c9302.1",1,0.333333333333333,1,0.8,1,0.5,1,1,1,1,1,0.75,0.666666666666667,1,1,1,0.888888888888889,1,0.833333333333333
"stu_8a041b16fa.1",1,0.909090909090909,1,1,0.875,0.9375,1,1,1,1,0.8,1,0.5,1,0.8,0.8,0.9375,0.9375,1
"stu_0270bc5e1a.3",1,1,1,1,1,1,0.75,1,1,1,1,0.666666666666667,0.25,1,1,0.666666666666667,1,1,0.666666666666667
"stu_d0757edc86.3",0.75,1,1,1,1,0.916666666666667,0.857142857142857,1,1,0.8,0.875,1,0.428571428571429,1,1,0.875,1,0.916666666666667,0.5
"stu_9bdd6a0a17.1",1,0.888888888888889,1,1,1,1,0.846153846153846,1,1,0.777777777777778,1,0.875,0.333333333333333,1,1,1,0.9375,0.8125,0.875
"stu_d4acba0582.2",0.75,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.5,1,0.666666666666667,1,1,0.857142857142857,1
"stu_bdd2cb1fc5.2",1,0.857142857142857,1,1,1,0.857142857142857,0.625,1,0.833333333333333,0.714285714285714,1,0.8125,0.666666666666667,1,0.6,0.777777777777778,1,0.8125,0.8
"stu_a50690c3e8.7",0.833333333333333,0.888888888888889,1,1,0.833333333333333,0.866666666666667,1,1,0.833333333333333,0.888888888888889,1,0.857142857142857,0.666666666666667,1,0.714285714285714,0.833333333333333,0.933333333333333,0.933333333333333,0.777777777777778
"stu_2827a912de.3",0.2,0.666666666666667,1,1,1,0.875,0.666666666666667,0.5,1,1,0.8,0.75,0.666666666666667,1,0.333333333333333,0.6,1,0.875,0.666666666666667
"stu_8cc2cfe5fa.2",0.875,0.8,1,1,1,1,1,0.833333333333333,0.857142857142857,1,0.9,0.769230769230769,0.75,0.666666666666667,0.8,0.6,0.823529411764706,0.5625,0.857142857142857
"stu_3106376f09.1",0.5,0.857142857142857,1,1,1,1,0.75,0.5,0,0.428571428571429,0.8,0.692307692307692,0.5,0.6,1,0.6,0.857142857142857,0.846153846153846,0.833333333333333
"stu_67b531e135.1",0.666666666666667,1,1,1,1,1,1,1,0.5,0.875,0.666666666666667,0.8125,1,1,1,0.666666666666667,1,0.933333333333333,0.666666666666667
"stu_529d52830a.4",0.888888888888889,1,1,1,0.857142857142857,1,0.857142857142857,0.6,1,0.857142857142857,0.833333333333333,0.9375,1,1,1,0.625,1,0.9375,0.714285714285714
"stu_f910df87ae.3",1,1,1,1,1,0.8,1,1,1,1,0.75,0.8,0.333333333333333,1,1,0.75,1,1,1
"stu_ee92543b19.1",1,1,1,1,1,0.909090909090909,0.75,1,1,1,0.666666666666667,0.9,1,1,1,1,1,1,1
"stu_71861bb115.1",0.666666666666667,0.333333333333333,1,0.8,1,0.785714285714286,0.666666666666667,0.8,0.75,0.8,0.571428571428571,0.615384615384615,0.285714285714286,0.6,0.75,0.5,0.75,0.875,0.857142857142857
"stu_cf2be335b2.2",0,0.25,1,1,1,0.857142857142857,0.8,1,0.5,0.888888888888889,1,0.428571428571429,0.5,0.75,1,0.5,0.875,0.6875,0.375
"stu_36a6ed5346",0.888888888888889,0.888888888888889,1,1,1,0.875,1,1,1,0.888888888888889,0.75,0.823529411764706,0.555555555555556,0.75,0.75,0.875,0.882352941176471,0.666666666666667,0.888888888888889
"stu_cd6461283d.1",1,1,1,0.888888888888889,0.857142857142857,0.9375,0.714285714285714,1,0.8,1,1,1,0.4,0.75,0.6,0.888888888888889,1,0.9375,0.857142857142857
