"","Calculate.decimal.from.given.improper.fraction","Calculate.decimal.from.given.mixed.number","Calculate.decimal.from.given.percent","Calculate.improper.fraction.from.given.decimal","Calculate.improper.fraction.from.given.mixed.number","Calculate.improper.fraction.from.given.percent","Calculate.numerator.of.mixed.number.from.given.decimal","Calculate.numerator.of.mixed.number.from.given.improper.fraction","Calculate.numerator.of.mixed.number.from.given.model","Calculate.numerator.of.mixed.number.from.given.percent","Calculate.percent.from.given.decimal","Calculate.percent.from.given.improper.fraction","Calculate.percent.from.given.mixed.number","Calculate.whole.number.part.of.mixed.number.from.given.decimal","Calculate.whole.number.part.of.mixed.number.from.given.improper.fraction","Calculate.whole.number.part.of.mixed.number.from.given.model","Calculate.whole.number.part.of.mixed.number.from.given.percent","Enter.decimal.from.given.model","Enter.given.decimal","Enter.given.improper.fraction","Enter.given.percent","Enter.improper.fraction.from.given.model","Enter.numerator.of.given.mixed.number","Enter.percent.from.given.model","Enter.whole.number.part.of.given.mixed.number","Identify.that.a.mixed.number.can.cannot.be.simplified","Identify.that.an.improper.fraction.can.cannot.be.simplified"
"stu_c1f62ea8fa",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_6d184c31ae.2",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.875,0.875
"stu_090cac8c63",1,1,1,0.714285714285714,1,1,0.75,1,0.9,1,0.615384615384615,1,1,0.916666666666667,1,0.909090909090909,1,0.818181818181818,1,1,1,0.545454545454545,1,0.666666666666667,1,0.692307692307692,0.703703703703704
"stu_e2a99b05d6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1
"stu_266870c2f6.1",0.8,0.666666666666667,1,0.75,0.833333333333333,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,0.8,1,1,1,1,1,0.764705882352941,0.764705882352941
"stu_2c2121b8dc.2",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.727272727272727,1,1,1,0.714285714285714,1,0.909090909090909,1,1,0.9
"stu_829312a786.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,0.5,1,1,1,0.8,0.8
"stu_e753507bcf.1",0.833333333333333,1,1,0.571428571428571,1,1,0.857142857142857,1,1,1,0.857142857142857,1,1,0.857142857142857,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.888888888888889,0.5
"stu_a20345009c.3",1,1,1,0.5,1,1,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,0.6,0.666666666666667,1,1,0.833333333333333,0.833333333333333
"stu_190dd4dd39.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_ca4fcc71b1.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_2f01077869.5",0.833333333333333,1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,0.909090909090909,0.909090909090909
"stu_494d755674.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.875
"stu_82bc2d28d5.1",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e2f6616046.3",1,0.833333333333333,1,1,0.8,1,1,1,0.75,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.75,1,0.846153846153846,0.846153846153846
"stu_4b081ca3f9.1",1,1,1,0.75,0.75,1,1,1,0.75,1,0.75,0.75,0.75,1,1,1,1,0.75,1,0.75,1,0.75,1,1,1,0.85,0.95
"stu_62777f48b8.5",0.666666666666667,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1
"stu_7bf9a3370a.2",0.75,1,0.5,0.4,0.6,0.5,0.75,1,1,0.5,0.5,0.666666666666667,1,0.833333333333333,1,0.75,1,0.75,1,1,1,1,0.833333333333333,0.75,1,0.884615384615385,0.769230769230769
"stu_9b2e6ad6d5.2",0.8,0.8,0.8,1,0.75,0.75,1,1,1,1,0.875,1,0.8,1,0.8,1,1,0.666666666666667,0.75,1,0.8,0.666666666666667,1,0.666666666666667,1,0.692307692307692,0.692307692307692
"stu_88aef2b629.2",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_60d4b84491.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_f68f8f44b8.4",1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.8,1,1,1,1,1,0.833333333333333,0.666666666666667,0.857142857142857,1,0.785714285714286,0.857142857142857
"stu_6ba3f78406.2",0.75,0.833333333333333,1,1,0.666666666666667,1,1,0.75,1,0.833333333333333,1,0.75,0.666666666666667,0.75,1,1,0.666666666666667,1,0.75,0.75,0.833333333333333,1,0.666666666666667,1,0.833333333333333,0.952380952380952,0.952380952380952
"stu_a2246b8c28.1",1,1,1,1,0.75,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667,0.916666666666667
"stu_c5af77de66.2",0.6,1,1,1,1,0.75,1,0.666666666666667,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.823529411764706,0.722222222222222
"stu_9ec628896b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.875
"stu_02f4a0118f.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,0.818181818181818,0.727272727272727
"stu_6f8bf204b2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.875,0.875
"stu_125958acea.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,0.818181818181818
"stu_d294736ced.1",0.666666666666667,1,1,0.8,0.8,0.75,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.833333333333333,0.8,0.64
"stu_98326e1930",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.625,0.5
"stu_87ba5d2c13",0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_b4141a5564.3",1,1,1,0.75,0.8,1,1,1,1,1,1,1,1,1,1,0.9,1,0.9,1,1,1,0.6,0.833333333333333,1,1,0.909090909090909,0.909090909090909
"stu_5d081c04ea.3",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_4d949969d4.2",0.8,1,1,1,1,1,1,0.8,1,1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1
"stu_7325f28f5b.1",1,1,0.75,1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.785714285714286
"stu_7a4a110893",1,0.916666666666667,1,1,0.888888888888889,1,1,1,1,1,1,1,0.916666666666667,1,1,1,1,1,1,1,1,1,0.7,0.8,1,0.80952380952381,0.952380952380952
"stu_90806578c5.2",1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.6,1,0.833333333333333,1,1,1,1,1,0.666666666666667,1,1,1,0.941176470588235,0.705882352941177
"stu_65974fac1e.4",1,1,1,1,0.4,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.909090909090909,0.818181818181818
"stu_87608f15bd.3",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.625
"stu_91e308c037.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.875
"stu_6f8bf204b2.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.875,0.875
"stu_89e3bda3f6.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,1,1
"stu_5815be200c.2",1,1,1,1,0.75,1,1,1,0.666666666666667,0.75,1,1,1,1,1,0.8,1,0.8,1,1,1,1,1,0.8,1,0.894736842105263,0.736842105263158
"stu_237be5231d.1",0.75,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_714e7e27d0",1,0.75,1,0.75,1,1,0.75,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909
"stu_7b7288c830.1",0.75,1,1,1,0.666666666666667,1,1,1,0.875,1,0.75,0.75,0.666666666666667,1,0.75,1,1,1,1,1,1,0.571428571428571,1,0.777777777777778,0.833333333333333,0.96,0.96
"stu_08a65c09ab.1",1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.833333333333333
"stu_b664ec1b9d.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_78ca24832a.2",1,0.833333333333333,1,0.666666666666667,0.666666666666667,1,1,1,0.833333333333333,1,1,1,0.666666666666667,1,0.75,0.833333333333333,1,0.666666666666667,1,1,1,1,0.857142857142857,0.833333333333333,1,0.722222222222222,0.611111111111111
"stu_97c0cc6b7f",0.75,1,0.75,0.714285714285714,1,1,0.875,1,1,1,1,0.75,1,1,1,1,1,1,0.875,1,1,1,1,1,1,0.888888888888889,0.944444444444444
"stu_454dc8fc32.1",1,0.857142857142857,1,0.833333333333333,0.714285714285714,0.833333333333333,0.833333333333333,1,1,0.666666666666667,1,1,0.857142857142857,1,1,1,0.833333333333333,1,0.833333333333333,1,0.857142857142857,1,1,1,1,0.5,0.666666666666667
"stu_599382196a.2",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_e18b48653b.1",1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,0.8,1,1,1,0.75,1,1,1,1,1
"stu_44842d5a1a",1,1,1,1,0.8,1,1,1,1,0.75,1,1,0.833333333333333,0.666666666666667,1,1,1,0.75,1,1,1,1,0.833333333333333,1,1,1,0.952380952380952
"stu_65697733a7.3",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,1
"stu_afcf4ba535",1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_c16fc1a9a3.1",1,0.666666666666667,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.588235294117647,0.705882352941177
"stu_d311c6fc2a.2",0.75,0.75,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.444444444444444,1,0.8,1,1,1,0.888888888888889,1,1,0.9
"stu_b232e2abe0.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.666666666666667
"stu_f9b4acb7bc.4",1,1,1,1,1,1,0.8,0.8,1,1,0.8,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,0.8,0.666666666666667
"stu_4a4345a318.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_6bb43036ad.5",1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.8,0.7
"stu_3b0ec5c155.3",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.75,0.75,1,1,0.857142857142857,0.642857142857143
"stu_4e132dacb5.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_bee5e374b9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.833333333333333
"stu_2f0770ed7b.4",1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1
"stu_a39c752a45",1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.909090909090909
"stu_544877076d.1",1,1,0.75,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.8,1,1,0.647058823529412,0.705882352941177
"stu_69493c5673.1",0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,0.888888888888889,1,1,1,0.714285714285714,1,1,1,1,0.933333333333333
"stu_f1113c035c.2",1,1,1,0.75,1,1,0.75,1,1,0.75,0.75,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,0.928571428571429,0.857142857142857
"stu_97c0cc6b7f.1",0.75,1,0.75,0.714285714285714,1,1,0.875,1,1,1,1,0.75,1,1,1,1,1,1,0.875,1,1,1,1,1,1,0.888888888888889,0.944444444444444
"stu_89f5fd7969.1",1,1,1,0.8,0.75,1,0.75,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,1,1,0.75,1,0.9375
"stu_a25b441cbb.1",0.75,1,1,0.833333333333333,1,1,1,0.75,1,1,0.666666666666667,0.75,1,1,0.75,1,1,0.857142857142857,1,0.75,1,0.833333333333333,1,1,1,0.842105263157895,0.684210526315789
"stu_a188c1deb7.2",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1
"stu_b5751e2053",1,0.9,0.75,0.75,0.714285714285714,1,1,1,0.8,1,0.75,1,1,1,1,0.833333333333333,1,0.833333333333333,1,1,1,1,1,1,1,0.6,0.52
"stu_c85f5d4ec6.1",0.666666666666667,0.833333333333333,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.6,1,1,0.666666666666667,0.8,0.666666666666667,0.833333333333333,0.647058823529412,0.705882352941177
"stu_3ceaf445b6.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857
"stu_52ff240812.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.666666666666667,1,1,1,0.8,1,0.8,1,0.923076923076923,0.923076923076923
"stu_795e7413fc.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1
"stu_38f92118d2",1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818181818181818,0.818181818181818
"stu_7ad1e2b1db.2",1,0.75,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,0.714285714285714,0.75,0.666666666666667,1,0.941176470588235,0.823529411764706
"stu_6f094dac5d",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667
"stu_b84d0fb212.1",1,1,0.75,1,1,0.75,1,1,1,1,0.666666666666667,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5
"stu_f04f1fc4b2.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_4cc78f9727",1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667,0.833333333333333
"stu_022b29a427.3",1,0.833333333333333,1,1,0.666666666666667,1,1,1,0.8,1,1,1,0.833333333333333,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,1,0.8,1,0.882352941176471,0.823529411764706
"stu_f90f7cf436",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.8,1,1,1,1,1,0.75,1,1,1,0.916666666666667,0.75
"stu_e36790b02e.3",1,1,0.5,1,0.6,0.75,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.875,1,1,1,1,1,1,1,0.807692307692308,0.807692307692308
"stu_b2419a6730.1",1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1
"stu_238a30036c.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,1,1,0.75,1,1,1,1,0.818181818181818
"stu_a4e83d3520.5",1,0.833333333333333,0.666666666666667,1,0.8,1,0.75,1,1,1,1,1,0.666666666666667,1,1,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,1,0.869565217391304,0.956521739130435
"stu_7131241db0.1",1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.666666666666667,1,1,1,0.833333333333333,1,0.833333333333333,1,0.8125,0.625
"stu_e1e0a70bdf.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1
"stu_97546b0167.2",1,1,1,0.666666666666667,1,0.5,1,1,1,1,1,1,0.666666666666667,1,1,1,1,0.8,1,1,0.8,1,1,0.666666666666667,1,0.789473684210526,0.789473684210526
"stu_2e94ec2fb6.2",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1
"stu_60d4b84491.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_287d707b33.2",0.666666666666667,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,0.8,1,1,1,0.928571428571429,0.571428571428571
"stu_be855d65d7.2",1,0.75,0.625,0.571428571428571,0.75,1,0.75,1,1,1,1,1,1,0.888888888888889,1,1,1,1,0.875,1,1,0.6,1,1,1,0.961538461538462,0.923076923076923
"stu_8ebb688310.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.818181818181818
"stu_de29e1fe2b.1",1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,0.875,1,1,1,1,0.875,1,1,1,1,1,1,0.833333333333333,0.75
"stu_5358ad2e70.2",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_90322ae586.6",0.8,0.75,1,0.5,1,1,1,0.833333333333333,1,1,0.5,1,0.75,1,1,1,1,1,1,1,1,0.8,1,0.875,1,0.652173913043478,0.652173913043478
"stu_38a83c132f.1",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.916666666666667,0.916666666666667
"stu_fd8be74d78.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,1,0.75,0.916666666666667
"stu_d32cc35689.1",0.75,1,1,1,1,1,0.75,1,1,0.75,0.6,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.933333333333333
"stu_8cc1e0de12.1",1,1,1,0.857142857142857,1,0.75,0.571428571428571,1,1,1,0.857142857142857,1,1,0.666666666666667,1,1,1,1,0.857142857142857,1,1,1,1,1,1,0.8,0.533333333333333
"stu_51daa678eb",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75
"stu_21d4b16b2f.3",1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,0.928571428571429
"stu_19bc457cf6.2",1,1,1,1,1,0.75,0.6,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.9375,0.9375
"stu_1bb4b1ab06.3",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1
"stu_4103098730.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,1
"stu_7e6dd1dbe6.1",1,1,1,0.625,1,0.9,1,1,1,1,1,1,0.666666666666667,0.444444444444444,0.5,0.5,0.444444444444444,1,1,1,0.9,0.5,1,1,0.666666666666667,0.615384615384615,0.576923076923077
"stu_9637f66b44.2",0.6,0.75,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,1,1,1,1,1,0.75,1,0.904761904761905
"stu_28910213a2.1",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.636363636363636,1
"stu_d50c7af666.3",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.875,0.75
"stu_62dd291c05.1",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.875
"stu_db7750f35e.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e4303f2db5.2",1,0.857142857142857,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.571428571428571,1,1,1,0.785714285714286
"stu_519ec080f5",0.666666666666667,1,0.75,0.666666666666667,1,1,0.833333333333333,1,1,1,0.8,0.833333333333333,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,0.944444444444444,0.944444444444444
"stu_d98c40a866",0.75,1,1,1,1,1,1,0.8,0.833333333333333,1,1,0.8,1,1,0.666666666666667,0.833333333333333,0.666666666666667,0.666666666666667,1,0.8,1,0.8,1,0.833333333333333,1,1,1
"stu_dead25aff9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_825889473a.2",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667
"stu_89e3bda3f6.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,1,1
"stu_c393989952.3",0.8,1,1,1,1,0.75,1,0.857142857142857,0.777777777777778,0.75,1,0.5,1,1,0.666666666666667,0.888888888888889,1,1,1,0.888888888888889,1,0.625,1,1,1,0.769230769230769,0.461538461538462
"stu_cbb4f67649.2",1,1,0.833333333333333,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.636363636363636,0.818181818181818
"stu_4d23a5a2b9.3",1,1,0.75,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_93cdb95f17.2",1,0.8,1,1,0.8,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.8,1,1,1,0.866666666666667,0.666666666666667
"stu_7e1184add0",1,0.75,1,0.75,1,1,1,1,0.75,1,0.75,1,0.8,1,1,1,1,1,1,1,1,0.75,0.8,1,1,0.933333333333333,1
"stu_77d21a672d.3",1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818181818181818
"stu_ed4635e3e7.1",1,1,1,0.8,0.833333333333333,1,1,1,1,1,0.6,1,0.714285714285714,0.8,1,1,1,1,0.8,1,1,1,1,1,1,0.5625,0.5
"stu_eadd4ceca3.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_778209ec6e.1",1,0.875,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888888888889,1,1,0.769230769230769,0.576923076923077
"stu_e503f1aaa5.1",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.75,0.833333333333333,0.75,1,0.9375,1
"stu_e7984fb817.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,0.909090909090909
"stu_ca749fe022.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_acf0042ee1",1,0.8,1,1,0.666666666666667,1,0.75,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,0.923076923076923,0.846153846153846
"stu_47459ef192.2",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_3812f74b69",1,0.6,1,1,0.8,1,1,1,1,1,1,1,0.8,1,1,0.75,1,1,1,1,1,1,0.75,1,0.75,1,0.636363636363636
"stu_3e41bb3a61.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e88f38594f.3",1,0.75,1,0.8,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.692307692307692,0.846153846153846
"stu_6463353079.1",1,1,1,0.75,0.6,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,0.8,1,1,0.933333333333333,1
"stu_064752becb.2",1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909
"stu_a7c3d5edd2",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_27ed7e8142.3",0.75,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.928571428571429,0.928571428571429
"stu_4a4bae1959.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_3e1421898a.1",1,0.8,0.75,1,1,0.875,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,0.842105263157895,0.578947368421053
"stu_390e504c7f.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_60d4b84491.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_65697733a7.4",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,1
"stu_f8357bda3b.1",1,1,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,1,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,0.727272727272727
"stu_6048d28099.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_a72c26d889",1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6f9d57a2bc.1",1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667
"stu_b1633b05dc.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_7e8372a1b4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_8f2699f02c.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.875
